"""Desenvolvimento de programas para a prevenção do trabalho infantil"", ""Políticas Públicas""",,,,,
"""Inclusão de crianças com deficiência na escola e na sociedade"", ""Inclusão""",,,,,
"""Desenvolvimento de políticas públicas para a promoção dos direitos das crianças"", ""Políticas Públicas""",,,,,
"""Redução das desigualdades sociais entre crianças através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Análise da relação entre atividade física e saúde mental em idosos"", ""Saúde Mental dos Idosos""",,,,,
"""Desenvolvimento de programas para a inclusão social e econômica de pessoas em situação de pobreza"", ""Inclusão""",,,,,
"""Análise da relação entre educação e mobilidade social em comunidades carentes"", ""Educação """,,,,,
"""Promoção da saúde e prevenção de doenças em comunidades em situação de pobreza"", ""Saúde """,,,,,
"""Educação financeira para a promoção da inclusão econômica"", ""Educação """,,,,,
"""Promoção da igualdade de gênero e empoderamento das mulheres em situação de pobreza"", ""Inclusão""",,,,,
"""Garantia de acesso à moradia digna para pessoas em situação de pobreza"", ""Moradia Digna""",,,,,
"""Desenvolvimento de tecnologias para a inclusão social e econômica de pessoas em situação de pobreza"", ""Inclusão Social e Econômica""",,,,,
"""Inclusão de pessoas em situação de pobreza no mercado de trabalho através do empreendedorismo"", ""Empreendedorismo""",,,,,
"""Desenvolvimento de políticas públicas para a promoção da igualdade social"", ""Políticas Públicas""",,,,,
"""Redução das desigualdades sociais através de políticas públicas"", ""Políticas Públicas""",,,,,
"""Planejamento urbano para cidades mais inclusivas para pessoas em situação de pobreza"", ""Planejamento Urbano""",,,,,
"""Conscientização sobre o consumo consciente e economia solidária"", ""Consumo Consciente e Economia Solidária""",,,,,
"""Promoção da justiça social e combate à exclusão social"", ""Justiça Social""",,,,,
"""Desenvolvimento de parcerias para a promoção da inclusão social e econômica"", ""Parcerias para a Inclusão Social e Econômica""",,,,,
