NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
MUNICIPAL;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;0;247364;RAIZES DO PAU BRASIL EM;Cuba;1
MUNICIPAL;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;0;247364;RAIZES DO PAU BRASIL EM;Espanha;1
MUNICIPAL;JUNDIAI;JUNDIAI;JUNDIAI;0;60136;RAMIRO ARAUJO FILHO DR EMEB;Venezuela;1
MUNICIPAL;SUMARE;SUMARE;SUMARE;0;117663;RAMONA CANHETE PINTO ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL;Japão;1
MUNICIPAL;ITAPEVI;BARUERI;BARUERI;0;241611;RAPOSO TAVARES EMEF;Luxemburgo;1
MUNICIPAL;SAO VICENTE;SAO VICENTE;SAO VICENTE;0;56534;RAQUEL DE CASTRO FERREIRA EMEF;Argentina;1
MUNICIPAL;SAO VICENTE;SAO VICENTE;SAO VICENTE;0;56534;RAQUEL DE CASTRO FERREIRA EMEF;Líbano;1
MUNICIPAL;SAO VICENTE;SAO VICENTE;SAO VICENTE;0;56534;RAQUEL DE CASTRO FERREIRA EMEF;Venezuela;1
MUNICIPAL;MOGI MIRIM;MOSTARDAS;MONTE ALEGRE DO SUL;0;214929;RAUL DE PAIVA CASTRO PROF EMEIEF;Venezuela;1
MUNICIPAL;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;0;59225;RAUL PILA EMEF;Colômbia;1
MUNICIPAL;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;0;59225;RAUL PILA EMEF;Haiti;2
MUNICIPAL;LESTE 1;VILA JACUI;SAO PAULO;0;55748;RAUL PILLA EMEF;Bolívia;8
MUNICIPAL;SAO VICENTE;SAO VICENTE;SAO VICENTE;0;209582;RAUL ROCHA DO AMARAL EMEF;Portugal;2
MUNICIPAL;SOROCABA;SOROCABA;SOROCABA;0;91807;RAULDINEIA ESTEVES MACHADO CEI 28;Venezuela;3
MUNICIPAL;CAMPINAS LESTE;CAMPINAS LESTE;CAMPINAS;0;224601;RECANTO DA ALEGRIA CEI;Venezuela;1
MUNICIPAL;NORTE 1;PERUS;SAO PAULO;0;271081;RECANTO DOS HUMILDES EMEF;Bolívia;2
MUNICIPAL;NORTE 1;PERUS;SAO PAULO;0;271081;RECANTO DOS HUMILDES EMEF;Haiti;3
MUNICIPAL;VOTORANTIM;SALTO DE PIRAPORA;SALTO DE PIRAPORA;0;497459;RECANTO SAO MANOEL EMEIF;Japão;1
MUNICIPAL;CAPIVARI;MONTE MOR;MONTE MOR;0;271500;REGINA BATISTA ALEXANDRE DONA ESCOLA MUNICIPAL;Venezuela;3
MUNICIPAL;BRAGANCA PAULISTA;MORUNGABA;MORUNGABA;0;228321;REGINA ESTELA DE SOUZA OLIVEIRA PROFA EMEI;Venezuela;2
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;469750;REGINA ROCCO BLOCO I EMEB;Bolívia;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;469762;REGINA ROCCO BLOCO II EMEB;Bolívia;2
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;469762;REGINA ROCCO BLOCO II EMEB;Espanha;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;469762;REGINA ROCCO BLOCO II EMEB;Marrocos;1
MUNICIPAL;DIADEMA;DIADEMA;DIADEMA;0;437244;REINALDO JOSE SANTANA INSPETOR PIRO EM;Peru;1
MUNICIPAL;DIADEMA;DIADEMA;DIADEMA;0;437244;REINALDO JOSE SANTANA INSPETOR PIRO EM;Venezuela;6
MUNICIPAL;BOTUCATU;CONCHAS;CONCHAS;0;57800;REINEIRO DONATO PASTINA PREFEITO EM;Haiti;1
MUNICIPAL;SUMARE;SUMARE;SUMARE;0;70592;REINO DA GAROTADA ESCOLA MUNICIPAL;Canadá;1
MUNICIPAL;SUMARE;SUMARE;SUMARE;0;70592;REINO DA GAROTADA ESCOLA MUNICIPAL;Estados Unidos da América;2
MUNICIPAL;SAO JOSE DO RIO PRETO;GUAPIACU;GUAPIACU;0;100869;REINO ENCANTADO CEI;Bolívia;1
MUNICIPAL;SAO VICENTE;SAO VICENTE;SAO VICENTE;0;273557;RENAN ALVES LEITE PROF EMEF;Colômbia;1
MUNICIPAL;SUMARE;HORTOLANDIA;HORTOLANDIA;0;227845;RENATO DA COSTA LIMA EMEF;Venezuela;1
MUNICIPAL;OSASCO;OSASCO;OSASCO;0;232853;RENATO FIUZA TELES PROF EMEIEF;Haiti;4
MUNICIPAL;OSASCO;OSASCO;OSASCO;0;232853;RENATO FIUZA TELES PROF EMEIEF;Venezuela;1
MUNICIPAL;ITAPEVI;ALDEIA;BARUERI;0;443773;RENATO ROSA PROF EMEF;Haiti;1
MUNICIPAL;ITAPEVI;PIRAPORA DO BOM JESUS;PIRAPORA DO BOM JESUS;0;280495;RENATO TONOLLI BRITO PEDRO EMEF;Haiti;3
MUNICIPAL;MARILIA;MARILIA;MARILIA;0;222598;RENY PEREIRA CORDEIRO PROFA EMEF;Canadá;1
MUNICIPAL;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;0;56479;REPUBLICA DE PORTUGAL ESCOLA MUNICIPAL;Colômbia;1
MUNICIPAL;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;0;232233;REPUBLICA ITALIANA CRECHE;Venezuela;1
MUNICIPAL;TABOAO DA SERRA;EMBU DAS ARTES;EMBU DAS ARTES;0;244624;REYNALDO RAMOS SALDANHA DA GAMA PROF EM;Bolívia;1
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;0;240916;RICARDA DOS SANTOS BRANCO PROFA COLEGIO MUNICIPAL;Venezuela;4
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;224625;RICARDO CARAMURU DE CASTRO MONTEIRO ENGENHEIRO EMEF CAIC;Colômbia;2
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;224625;RICARDO CARAMURU DE CASTRO MONTEIRO ENGENHEIRO EMEF CAIC;Venezuela;3
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;211989;RICARDO DE CARAMURU DE CASTRO MONTEIRO CER;Colômbia;1
MUNICIPAL;CAMPINAS OESTE;VINHEDO;VINHEDO;0;218431;RICARDO JUNCO NETO PROFESSOR EM;Haiti;1
MUNICIPAL;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;0;375172;RICARDO LUQUES SAMMARCO SERRA PROF EMEFEBS;Japão;1
MUNICIPAL;ITAPEVI;JARDIM BELVAL;BARUERI;0;67659;RICARDO PEAGNO EMEI;Angola;1
MUNICIPAL;ITAPEVI;JARDIM BELVAL;BARUERI;0;67659;RICARDO PEAGNO EMEI;Bolívia;2
MUNICIPAL;VOTORANTIM;CAPELA DO ALTO;CAPELA DO ALTO;0;277733;RICARDO PUCETTI EMEIF;Portugal;1
MUNICIPAL;ITAPEVI;BARUERI;BARUERI;0;276340;RITA DE JESUS EMEF;Venezuela;3
MUNICIPAL;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;0;448321;RITA LOURDES CARDOSO DE ALMEIDA ALVIM PROFA EM;Japão;1
MUNICIPAL;LESTE 4;SAO MATEUS;SAO PAULO;0;55463;RIVADAVIA MARQUES JRPROF EMEF;Bolívia;2
MUNICIPAL;LESTE 4;SAO MATEUS;SAO PAULO;0;55463;RIVADAVIA MARQUES JRPROF EMEF;Centro-africana, República;1
MUNICIPAL;LESTE 4;SAO MATEUS;SAO PAULO;0;55463;RIVADAVIA MARQUES JRPROF EMEF;Haiti;1
MUNICIPAL;TAQUARITINGA;CANDIDO RODRIGUES;CANDIDO RODRIGUES;0;221831;RIZZIERI POLETTI EM;Japão;1
MUNICIPAL;DIADEMA;DIADEMA;DIADEMA;0;6222;ROBERTO CARLOS TAPIA PROFESSOR EMEB;Venezuela;1
MUNICIPAL;BIRIGUI;BIRIGUI;BIRIGUI;0;240047;ROBERTO CLARK EM;Haiti;2
MUNICIPAL;PIRACICABA;PIRACICABA;PIRACICABA;0;467224;ROBERTO DAMAS DA SILVA PROFESSOR EM;Venezuela;1
MUNICIPAL;JACAREI;JACAREI;JACAREI;0;86988;ROBERTO DONIZETE DE SOUZA EMEIF;Venezuela;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;246487;ROBERTO JORGE;Venezuela;1
MUNICIPAL;ITAPEVI;ALDEIA;BARUERI;0;244788;ROBERTO LUIS DE ARAUJO BRANDAO EMEF;Bolívia;1
MUNICIPAL;ITAPEVI;ALDEIA;BARUERI;0;244788;ROBERTO LUIS DE ARAUJO BRANDAO EMEF;Haiti;2
MUNICIPAL;CENTRO OESTE;RIO PEQUENO;SAO PAULO;0;53260;ROBERTO MANGE PROF EMEF;Venezuela;7
MUNICIPAL;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;0;368659;ROBERTO MARIO SANTINI ESCOLA MUNICIPAL;Japão;2
MUNICIPAL;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;0;368659;ROBERTO MARIO SANTINI ESCOLA MUNICIPAL;Paraguai;1
MUNICIPAL;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;0;368659;ROBERTO MARIO SANTINI ESCOLA MUNICIPAL;Venezuela;1
MUNICIPAL;NORTE 2;CACHOEIRINHA;SAO PAULO;0;98358;ROBERTO PATRICIO PROF EMEF;Bolívia;1
MUNICIPAL;CENTRO SUL;SACOMA;SAO PAULO;0;246499;ROBERTO PLINIO COLACIOPPO PROFESSOR EMEF;Angola;1
MUNICIPAL;CENTRO SUL;SACOMA;SAO PAULO;0;246499;ROBERTO PLINIO COLACIOPPO PROFESSOR EMEF;Venezuela;2
MUNICIPAL;BAURU;BAURU;BAURU;0;77008;ROBERVAL BARROS PROF EMEI;Venezuela;1
MUNICIPAL;BARRETOS;BARRETOS;BARRETOS;0;247455;ROBSON ROSALINO DA SILVEIRA CEMEI;Bolívia;1
MUNICIPAL;LESTE 1;ERMELINO MATARAZZO;SAO PAULO;0;92642;RODRIGO SOARES JUNIOR EMEI;Bolívia;1
MUNICIPAL;NORTE 2;TUCURUVI;SAO PAULO;0;54550;RODRIGUES ALVES EMEF;Bolívia;5
MUNICIPAL;LESTE 4;SAPOPEMBA;SAO PAULO;0;55487;RODRIGUES DE CARVALHO EMEF;Angola;1
MUNICIPAL;LESTE 5;VILA MARIA;SAO PAULO;0;54732;ROMAO GOMES CORONEL EMEF;Bolívia;2
MUNICIPAL;LESTE 5;VILA MARIA;SAO PAULO;0;54732;ROMAO GOMES CORONEL EMEF;Colômbia;1
MUNICIPAL;LESTE 5;VILA MARIA;SAO PAULO;0;54732;ROMAO GOMES CORONEL EMEF;Dominicana, República;2
MUNICIPAL;LESTE 5;VILA MARIA;SAO PAULO;0;54732;ROMAO GOMES CORONEL EMEF;Haiti;7
MUNICIPAL;SAO ROQUE;SAO ROQUE;SAO ROQUE;0;234710;ROQUE VERANI PROFESSOR EMEF;Venezuela;1
MUNICIPAL;CARAPICUIBA;COTIA;COTIA;0;220413;ROSA AUGUSTA DE MORAES EM;Venezuela;1
MUNICIPAL;ITAPETININGA;ITAPETININGA;ITAPETININGA;0;218996;ROSA BADIN VIEIRA PROFA EMEF;Paraguai;1
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;475300;ROSA BROGLIO ZANIN CENTRO DE EDUCACAO E RECREACAO;Venezuela;2
MUNICIPAL;OSASCO;OSASCO;OSASCO;0;284269;ROSA BROSEGHINI CRECHE;Bolívia;1
MUNICIPAL;SOROCABA;SOROCABA;SOROCABA;0;94812;ROSA CURY EM;Bolívia;1
MUNICIPAL;SOROCABA;SOROCABA;SOROCABA;0;94812;ROSA CURY EM;Guiné-Conacri;1
MUNICIPAL;SOROCABA;SOROCABA;SOROCABA;0;94812;ROSA CURY EM;Haiti;2
MUNICIPAL;SOROCABA;SOROCABA;SOROCABA;0;94812;ROSA CURY EM;Venezuela;1
MUNICIPAL;SAO JOAQUIM DA BARRA;ITUVERAVA;ITUVERAVA;0;227500;ROSA DE LIMA PROFA EMEF;Japão;1
MUNICIPAL;BARRETOS;BARRETOS;BARRETOS;0;276200;ROSA DE SANTIS RIBEIRO PROFA CEMEI;Colômbia;1
MUNICIPAL;LESTE 3;GUAIANASES;SAO PAULO;50;256500;ROSA KAZUE INAKAKE DE SOUZA PROFESSORA CIEJA;Afeganistão;1
MUNICIPAL;LESTE 3;GUAIANASES;SAO PAULO;50;256500;ROSA KAZUE INAKAKE DE SOUZA PROFESSORA CIEJA;Israel;1
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;0;73453;ROSA LEE CARR CONTI PROFESSORA EMEFEI;Bolívia;1
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;0;73453;ROSA LEE CARR CONTI PROFESSORA EMEFEI;Marrocos;1
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;0;73453;ROSA LEE CARR CONTI PROFESSORA EMEFEI;Peru;1
MUNICIPAL;OSASCO;OSASCO;OSASCO;0;283997;ROSA PEREIRA CRE CRECHE;Venezuela;1
MUNICIPAL;VOTORANTIM;VOTORANTIM;VOTORANTIM;0;95278;ROSA PEREIRA EMEI;Venezuela;2
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;74408;ROSA RIBEIRO STRINGHETTI CER;Bolívia;1
MUNICIPAL;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;0;94225;ROSA STAVALE GARCIA PROFA EM;Venezuela;1
MUNICIPAL;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;84621;ROSA TOMITA PROFA EMEFI;Bolívia;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;0;298451;ROSALVITO COBRA EMEF;Bolívia;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;0;298451;ROSALVITO COBRA EMEF;França;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;0;298451;ROSALVITO COBRA EMEF;Japão;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;0;298451;ROSALVITO COBRA EMEF;Portugal;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;SAO CAETANO DO SUL;0;298451;ROSALVITO COBRA EMEF;Síria;1
MUNICIPAL;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;133012;ROSANA NEGRAO FREITAS DOS SANTOS ESCOLA MUNICIPAL;Venezuela;1
MUNICIPAL;LESTE 1;CANGAIBA;SAO PAULO;0;357030;ROSANGELA RODRIGUES VIEIRA PROFA CEU EMEF;Bolívia;2
MUNICIPAL;LESTE 1;CANGAIBA;SAO PAULO;0;357030;ROSANGELA RODRIGUES VIEIRA PROFA CEU EMEF;Paraguai;1
MUNICIPAL;NORTE 1;BRASILANDIA;SAO PAULO;50;259731;ROSE MARY FRASSON PROFESSORA CIEJA;Haiti;1
MUNICIPAL;NORTE 1;BRASILANDIA;SAO PAULO;50;259731;ROSE MARY FRASSON PROFESSORA CIEJA;Síria;2
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;75127;ROSELI APARECIDA MENDES PROFA EM;Bolívia;2
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;75127;ROSELI APARECIDA MENDES PROFA EM;Dominicana, República;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;75127;ROSELI APARECIDA MENDES PROFA EM;Estados Unidos da América;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;75127;ROSELI APARECIDA MENDES PROFA EM;Haiti;1
MUNICIPAL;SUMARE;HORTOLANDIA;HORTOLANDIA;0;88808;ROSIMAR BERTAO GOMES PROFESSORA EMEI;Venezuela;1
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;0;278464;ROSIMARES CAMARGO BENITEZ EM;Argentina;1
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;0;278464;ROSIMARES CAMARGO BENITEZ EM;Irlanda;1
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;0;278464;ROSIMARES CAMARGO BENITEZ EM;Japão;2
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;0;278464;ROSIMARES CAMARGO BENITEZ EM;Síria;1
MUNICIPAL;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;0;232178;ROSINA DA SILVA IRMA CRECHE;Colômbia;1
MUNICIPAL;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;0;232178;ROSINA DA SILVA IRMA CRECHE;Venezuela;1
MUNICIPAL;CAPIVARI;INDAIATUBA;INDAIATUBA;0;59511;ROSINHA CANDELLO EMEB CRECHE;Bolívia;2
MUNICIPAL;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;0;444650;ROSIRIS MARIA ANDREUCCI STOPA EM;Peru;1
MUNICIPAL;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;0;444650;ROSIRIS MARIA ANDREUCCI STOPA EM;Venezuela;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;4712;RUBENS CINTRA DAMIAO;Haiti;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;4712;RUBENS CINTRA DAMIAO;Venezuela;1
MUNICIPAL;LIMEIRA;AJAPI;RIO CLARO;0;98966;RUBENS FOOT GUIMARAES ESCOLA MUNICIPAL;Haiti;2
MUNICIPAL;LIMEIRA;AJAPI;RIO CLARO;0;98966;RUBENS FOOT GUIMARAES ESCOLA MUNICIPAL;Venezuela;1
MUNICIPAL;SANTOS;SANTOS;SANTOS;0;429983;RUBENS LARA DEPUTADO UNIDADE MUNICIPAL DE EDUCACAO;Venezuela;3
MUNICIPAL;LESTE 4;SAPOPEMBA;SAO PAULO;0;201947;RUBENS PAIVA EMEFM;Angola;2
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;225435;RUI ALBERTO PESTANA HENRIQUES PROF EM;Bolívia;2
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;225435;RUI ALBERTO PESTANA HENRIQUES PROF EM;Portugal;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;0;225435;RUI ALBERTO PESTANA HENRIQUES PROF EM;Venezuela;2
MUNICIPAL;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;0;81486;RUI BARBOSA EMEFEM;Bolívia;1
MUNICIPAL;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;0;81486;RUI BARBOSA EMEFEM;Chile;1
MUNICIPAL;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;0;81486;RUI BARBOSA EMEFEM;Venezuela;1
MUNICIPAL;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;0;229143;RUI CARLOS VIEIRA BERBET ESCOLA MUNICIPAL;Haiti;2
MUNICIPAL;CARAGUATATUBA;ILHABELA;ILHABELA;0;437049;RUTH CORREIA LEITE CARDOSO PROFA DRA EM;Argentina;2
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;0;240928;RUTH DE AZEVEDO SILVA RODRIGUES PROFA COLEGIO MUNICIPAL;Cuba;2
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;0;240928;RUTH DE AZEVEDO SILVA RODRIGUES PROFA COLEGIO MUNICIPAL;Espanha;1
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;0;240928;RUTH DE AZEVEDO SILVA RODRIGUES PROFA COLEGIO MUNICIPAL;Estados Unidos da América;1
MUNICIPAL;CENTRO SUL;VILA PRUDENTE;SAO PAULO;0;55104;RUTH LOPES ANDRADE PROFESSORA EMEF;Venezuela;4
MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;FRANCISCO MORATO;0;481348;RUTH ROCHA ESCOLA MUNICIPAL;Bolívia;1
MUNICIPAL;MIRACATU;JUQUIA;JUQUIA;0;447936;RUTH TAVARES DAS NEVES PROFESSORA EMEI;Venezuela;1
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;0;395146;RUTH VILLACA CORREIA LEITE CARDOSO PROFA DOUTORA EMEF;Venezuela;7
MUNICIPAL;ASSIS;PARAGUACU PAULISTA;PARAGUACU PAULISTA;0;88973;RUTHNEA DE CASSIA SOUZA PROFA EMEI;Japão;1
MUNICIPAL;SAO ROQUE;SAO ROQUE;SAO ROQUE;0;230984;RUTTE RODRIGUES DE CARVALHO PROFESSORA EMEIF;Venezuela;3
MUNICIPAL;CENTRO;VILA GUILHERME;SAO PAULO;0;54628;RUY BARBOSA EMEF;Angola;1
MUNICIPAL;CENTRO;VILA GUILHERME;SAO PAULO;0;54628;RUY BARBOSA EMEF;Argentina;1
MUNICIPAL;CENTRO;VILA GUILHERME;SAO PAULO;0;54628;RUY BARBOSA EMEF;Bolívia;27
MUNICIPAL;CENTRO;VILA GUILHERME;SAO PAULO;0;54628;RUY BARBOSA EMEF;Colômbia;1
MUNICIPAL;CENTRO;VILA GUILHERME;SAO PAULO;0;54628;RUY BARBOSA EMEF;Paraguai;1
MUNICIPAL;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;0;289085;RUY COELHO PROFESSOR EMEB;Costa do Marfim;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;219691;RUY NAZARETH;Colômbia;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;219691;RUY NAZARETH;Espanha;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;219691;RUY NAZARETH;Haiti;1
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;219691;RUY NAZARETH;Venezuela;1
MUNICIPAL;SAO CARLOS;SAO CARLOS;SAO CARLOS;0;95000;RUY SERRA DOM CEMEI;Venezuela;1
MUNICIPAL;AMERICANA;AMERICANA;AMERICANA;0;58762;SABIA EMEI;Bolívia;1
MUNICIPAL;AMERICANA;AMERICANA;AMERICANA;0;58762;SABIA EMEI;Venezuela;2
MUNICIPAL;CAMPINAS OESTE;VINHEDO;VINHEDO;0;278993;SABUGOSA VISCONDE DE CEI;Venezuela;2
MUNICIPAL;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;64762;SACI PERERE;Bolívia;1
MUNICIPAL;CAMPINAS OESTE;VINHEDO;VINHEDO;0;242561;SACI PERERE CEI;Venezuela;1
MUNICIPAL;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;0;78244;SACI PERERE EMEI;Venezuela;2
MUNICIPAL;AMERICANA;NOVA ODESSA;NOVA ODESSA;0;228072;SALIME ABDO PROFESSOR EMEF;Venezuela;2
MUNICIPAL;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;0;81504;SALVADOR DOS SANTOS EMEIEF;Colômbia;1
MUNICIPAL;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;0;230388;SALVADOR MARTURANO PROF EMEF;Venezuela;4
MUNICIPAL;MARILIA;GARCA;GARCA;0;275542;SAMIRA EL ADASS PROFA EMEIEF;Argentina;1
MUNICIPAL;CARAPICUIBA;COTIA;COTIA;0;273818;SAMUEL DA SILVA FILHO EM;Japão;1
MUNICIPAL;OURINHOS;RIBEIRAO DO SUL;RIBEIRAO DO SUL;0;278695;SAMUEL PEREIRA DE LIMA PROFESSOR EMEF;Venezuela;1
MUNICIPAL;CAPIVARI;MONTE MOR;MONTE MOR;0;361665;SAN REMO ESCOLA MUNICIPAL;Haiti;1
MUNICIPAL;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;229921;SANDRA CRUZ MARTINS FREITAS PROFA EMEB;Venezuela;1
MUNICIPAL;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;0;222938;SANDRA MATIELO PROFESSORA EMEB;Cuba;1
MUNICIPAL;ITAPEVI;BARUERI;BARUERI;0;241635;SANDRO LUIZ BRAGA EMEF;Haiti;5
MUNICIPAL;ITAPEVI;BARUERI;BARUERI;0;241635;SANDRO LUIZ BRAGA EMEF;Japão;2
MUNICIPAL;SERTAOZINHO;CRUZ DAS POSSES;SERTAOZINHO;0;242184;SANTA ARMELINO RAMACHOTTI EMEI;Venezuela;1
MUNICIPAL;BAURU;BAURU;BAURU;0;63794;SANTA MARIA EMEF;Venezuela;1
MUNICIPAL;JAU;BOCAINA;BOCAINA;0;94286;SANTA RITA DE CASSIA CEMEI;Espanha;1
MUNICIPAL;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;0;62923;SANTA TEREZINHA EMEI;Venezuela;1
MUNICIPAL;TABOAO DA SERRA;EMBU DAS ARTES;EMBU DAS ARTES;0;239732;SANTO ANTONIO EM;Venezuela;2
MUNICIPAL;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;0;438327;SANTO ANTONIO ESCOLA MUNICIPAL INFANTIL;Venezuela;1
MUNICIPAL;DIADEMA;DIADEMA;DIADEMA;0;96507;SANTO DIAS DA SILVA EMEB;Portugal;1
MUNICIPAL;DIADEMA;DIADEMA;DIADEMA;0;96507;SANTO DIAS DA SILVA EMEB;Venezuela;1
MUNICIPAL;CENTRO SUL;SACOMA;SAO PAULO;0;279080;SANTO DIAS DA SILVA EMEI;Venezuela;1
MUNICIPAL;BARRETOS;OLIMPIA;OLIMPIA;0;230716;SANTO SENO EMEB;Colômbia;1
MUNICIPAL;SUMARE;SUMARE;SUMARE;0;287647;SANTO TOMAZIN ESCOLA MUNICIPAL;Paraguai;1
MUNICIPAL;MOGI MIRIM;PEDREIRA;PEDREIRA;0;70816;SAO BENEDITO EMEI;México;1
MUNICIPAL;LIMEIRA;ARTUR NOGUEIRA;ARTUR NOGUEIRA;0;213251;SAO FRANCISCO DE ASSIS EMEI;Venezuela;1
MUNICIPAL;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;0;250958;SAO FRANCISCO DE ASSIS ESCOLA MUNICIPAL;Portugal;1
